geo_point_2d,geo_shape,name,parktype,postcode,surfacetype,wickettype,melref,latitude,longitude,easting,northing,projection,googlemaps_drive_to
"-38.0726986373014, 145.24968086851646","{""coordinates"": [[[[145.2505018579, -38.0727590554], [145.2505083404, -38.0726976026], [145.2505106797, -38.0726617329], [145.2505089344, -38.0726340363], [145.2505097859, -38.0726033731], [145.250506071, -38.0725759559], [145.2505036302, -38.0725524342], [145.2504979007, -38.0725253152], [145.2504934573, -38.0724989606], [145.2504858779, -38.072472349], [145.2504771993, -38.0724460127], [145.250467686, -38.0724199206], [145.2504572472, -38.0723942643], [145.2504457676, -38.0723689507], [145.2504370493, -38.0723432349], [145.2504239683, -38.0723188052], [145.2504110148, -38.0722934718], [145.2503962116, -38.0722701028], [145.2503798465, -38.0722453601], [145.2503633118, -38.0722229572], [145.2503489675, -38.0721994149], [145.2503309144, -38.0721783388], [145.2503086242, -38.0721526878], [145.250289047, -38.0721329346], [145.2502698631, -38.0721152566], [145.2502488699, -38.0720968289], [145.2502249232, -38.0720768104], [145.2502026675, -38.0720598983], [145.2501844649, -38.0720465467], [145.2501609595, -38.0720312207], [145.2501369624, -38.0720176006], [145.2501124011, -38.0720038827], [145.2500785693, -38.0719904677], [145.2500530995, -38.0719785145], [145.2500253934, -38.0719686836], [145.249999102, -38.0719585278], [145.2499700114, -38.0719514889], [145.2499478192, -38.0719451203], [145.2499206364, -38.071937686], [145.2498925081, -38.0719316797], [145.2498683663, -38.0719258229], [145.2498370237, -38.0719207601], [145.249807883, -38.0719189742], [145.2497825911, -38.0719183271], [145.2497543599, -38.071916645], [145.249726219, -38.0719159554], [145.2496978245, -38.0719163435], [145.2496696386, -38.0719175458], [145.2496415408, -38.0719198308], [145.2496133057, -38.0719231052], [145.2495853919, -38.0719272866], [145.2495575715, -38.0719323716], [145.2495299556, -38.0719385441], [145.2495025577, -38.071945548], [145.2494754735, -38.0719535416], [145.2494485939, -38.0719625304], [145.2494221429, -38.0719723247], [145.2493958957, -38.0719831118], [145.2493701979, -38.0719947153], [145.2493448203, -38.0720072242], [145.2493198793, -38.0720205506], [145.2492956004, -38.0720347879], [145.2492716441, -38.0720498411], [145.24924139, -38.0720660621], [145.2492186507, -38.0720826654], [145.2491917681, -38.0721009192], [145.2491701318, -38.0721190709], [145.2491446166, -38.0721373451], [145.2491245435, -38.0721568719], [145.249102733, -38.0721775443], [145.2490792068, -38.0721984615], [145.2490593744, -38.0722222274], [145.2490411288, -38.0722416011], [145.2490223369, -38.0722647517], [145.2490067359, -38.0722879498], [145.2489891355, -38.0723089553], [145.2489752206, -38.0723331698], [145.2489615871, -38.0723551356], [145.2489483343, -38.0723802612], [145.2489340838, -38.0724089766], [145.2489219533, -38.0724348398], [145.2489090273, -38.0724606012], [145.2489006434, -38.0724871525], [145.248888867, -38.0725176264], [145.2488823017, -38.0725446627], [145.2488726852, -38.0725703864], [145.2488598211, -38.0726418443], [145.2488581434, -38.0726695789], [145.2488544129, -38.0727069249], [145.2488532296, -38.0727471018], [145.2488545095, -38.0727747887], [145.2488546147, -38.0727992151], [145.2488579543, -38.0728267554], [145.2488609384, -38.0728596072], [145.248866218, -38.072886812], [145.2488711947, -38.0729170763], [145.2488783018, -38.0729438593], [145.2488865015, -38.0729726409], [145.2488955635, -38.0729988212], [145.2489094954, -38.0730311121], [145.2489205151, -38.0730565995], [145.2489295787, -38.0730733161], [145.2489423309, -38.073098017], [145.2489662023, -38.0731347768], [145.2489806832, -38.0731585137], [145.2489989633, -38.0731808638], [145.2490150763, -38.0732034505], [145.2490298959, -38.0732180878], [145.2490476413, -38.0732395241], [145.2490747988, -38.0732628149], [145.2490941561, -38.0732829289], [145.2491101368, -38.0732964142], [145.2491307791, -38.0733151959], [145.249164733, -38.0733398533], [145.2491914385, -38.0733577341], [145.2492065436, -38.0733648983], [145.2492297658, -38.0733806544], [145.2492598342, -38.0733961521], [145.2492951446, -38.0734117279], [145.2493483554, -38.0734319861], [145.2493744372, -38.0734425581], [145.2494281663, -38.0734554349], [145.24946481, -38.0734629208], [145.2494936441, -38.0734680368], [145.2495279487, -38.0734732361], [145.2495555122, -38.0734792492], [145.249585717, -38.0734797184], [145.2496131746, -38.0734804965], [145.2496402514, -38.0734780174], [145.2496683556, -38.0734801437], [145.2496955555, -38.0734771122], [145.2497238187, -38.0734773376], [145.249751545, -38.0734714327], [145.249779857, -38.0734696857], [145.2498021605, -38.0734618173], [145.2498290933, -38.0734558199], [145.2498570753, -38.0734488469], [145.2498849112, -38.0734432236], [145.2499072404, -38.0734342741], [145.2499344361, -38.0734267477], [145.2499655674, -38.0734146497], [145.2499921958, -38.0734051924], [145.2500097387, -38.073394797], [145.2500356674, -38.0733834853], [145.2500624133, -38.0733659461], [145.2500875708, -38.0733529809], [145.2501288041, -38.0733256575], [145.2501529801, -38.0733109679], [145.2501843114, -38.0732878236], [145.2502046898, -38.073265057], [145.2502217123, -38.0732539556], [145.250243568, -38.0732361675], [145.2502949378, -38.0731853851], [145.2503124457, -38.0731634769], [145.2503483669, -38.0731247205], [145.2503644169, -38.0731017992], [145.2503832125, -38.073073692], [145.2503974649, -38.0730496626], [145.2504091308, -38.073028929], [145.2504218093, -38.0730039749], [145.2504508296, -38.0729438479], [145.2504597796, -38.0729174866], [145.2504701036, -38.0728908754], [145.2504830177, -38.0728464594], [145.2504898239, -38.0728191649], [145.2504986919, -38.0727866744], [145.2505018579, -38.0727590554]]]], ""type"": ""MultiPolygon""}",Oval 2 - Marriott Waters Sports Reserve,Oval,3975,Turf,Synthetic,129C7,-38.07275906,145.2505019,346473,5784674,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.07275905538331,145.25050185791193/@your+location,17z/data=!4m2!4m1!3e0"
"-38.01604153677841, 145.3196704608513","{""coordinates"": [[[[145.3203972439, -38.016361847], [145.3204311066, -38.0163165434], [145.3204619382, -38.0162654611], [145.3204895664, -38.0162180117], [145.3205125321, -38.0161650801], [145.3205338004, -38.0161166295], [145.32055, -38.0160606271], [145.3205644481, -38.0160122904], [145.3205690476, -38.0159704107], [145.3205697704, -38.0159258179], [145.3205695695, -38.015868297], [145.3205637896, -38.015822591], [145.3205562401, -38.0157790457], [145.3205388067, -38.0157343892], [145.3205291995, -38.0156902827], [145.3205029373, -38.015648963], [145.3204781979, -38.0156099483], [145.3204591818, -38.0155747104], [145.3204278385, -38.0155405579], [145.3203959115, -38.015507028], [145.3203641774, -38.0154750327], [145.3203300987, -38.0154509343], [145.3202942436, -38.0154248281], [145.3202572766, -38.0153985632], [145.3202133707, -38.0153760117], [145.320172477, -38.0153549472], [145.3201430344, -38.0153405974], [145.3200996652, -38.0153236017], [145.3200371064, -38.0153051276], [145.3199873097, -38.0152959445], [145.3199144499, -38.0152840889], [145.3198501382, -38.0152819982], [145.3197617396, -38.0152821767], [145.3197006898, -38.0152868915], [145.3196552764, -38.0152952543], [145.319599414, -38.0153072527], [145.3195434992, -38.0153165468], [145.3194880049, -38.0153370214], [145.3194363099, -38.0153610517], [145.3193814706, -38.0153867225], [145.3193262908, -38.0154087288], [145.3192749077, -38.0154393577], [145.3192224012, -38.0154741062], [145.3191740994, -38.0155091913], [145.3191262511, -38.0155445473], [145.3190818468, -38.0155835608], [145.3190420959, -38.0156233607], [145.3190021716, -38.0156656799], [145.3189546998, -38.0157194239], [145.3189199557, -38.0157644334], [145.3188887299, -38.015815077], [145.3188597524, -38.0158621391], [145.318842293, -38.0159099883], [145.3188193087, -38.0159583918], [145.3187996072, -38.0160068502], [145.3187833768, -38.0160554492], [145.31877016, -38.0161039049], [145.3187673745, -38.0161522255], [145.3187663001, -38.0162042976], [145.3187704517, -38.0162572495], [145.3187807694, -38.0163047012], [145.3187960424, -38.0163491645], [145.3188108389, -38.0163945227], [145.3188319995, -38.0164406913], [145.3188573005, -38.0164752026], [145.3188817376, -38.0165075416], [145.3189113872, -38.0165412981], [145.3189329501, -38.0165698118], [145.3189628902, -38.0165998726], [145.3190042421, -38.0166420865], [145.3190451304, -38.0166683952], [145.3190840328, -38.0166930897], [145.3191369344, -38.0167178189], [145.3191809715, -38.0167370905], [145.3192226954, -38.0167516117], [145.3192703433, -38.0167651793], [145.3193028672, -38.0167725835], [145.3193538434, -38.0167800711], [145.3194139163, -38.0167940806], [145.3194674177, -38.0167958359], [145.3195719388, -38.0167983193], [145.3196339381, -38.0167921748], [145.3196995765, -38.0167813059], [145.3197556593, -38.0167649825], [145.3197949684, -38.0167553548], [145.3198526221, -38.016739956], [145.3199077351, -38.01671605], [145.3199649809, -38.0166941521], [145.3200237477, -38.0166650698], [145.3200735727, -38.0166331586], [145.320129645, -38.0166070143], [145.3201770613, -38.016570833], [145.3202377021, -38.0165242067], [145.3202808691, -38.0164845402], [145.3203191581, -38.0164439929], [145.3203580684, -38.0164012033], [145.3203972439, -38.016361847]]]], ""type"": ""MultiPolygon""}",Oval - Timbarra Primary School Oval,Oval,3806,Turf,Synthetic,110H3,-38.01636185,145.3203972,352498,5791074,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.016361846950645,145.32039724394897/@your+location,17z/data=!4m2!4m1!3e0"
"-38.11722683304986, 145.27084173099712","{""coordinates"": [[[[145.2705118052, -38.1166159069], [145.2702650982, -38.1177889917], [145.2709940411, -38.117897793], [145.2715444159, -38.1167336607], [145.2705118052, -38.1166159069]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 4 - Cranbourne Soccer Club,Soccer,3977,Turf,Na,133G6,-38.11661591,145.2705118,348427,5779764,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.1166159069453,145.27051180518632/@your+location,17z/data=!4m2!4m1!3e0"
"-38.016938745743495, 145.29906855794468","{""coordinates"": [[[[145.2987598059, -38.0169803233], [145.2991203304, -38.0171827576], [145.2993775532, -38.016897759], [145.2990164924, -38.0166944614], [145.2987598059, -38.0169803233]]]], ""type"": ""MultiPolygon""}",Max Pawsey Bowling Green 2,Bowls,3805,,Na,,-38.01698032,145.2987598,350692,5790941,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.01698032333081,145.29875980585564/@your+location,17z/data=!4m2!4m1!3e0"
"-38.113775867605426, 145.27804488127342","{""coordinates"": [[[[145.2782905935, -38.1136337729], [145.2778633977, -38.1135823289], [145.2777962001, -38.113916745], [145.2782296158, -38.1139690039], [145.2782905935, -38.1136337729]]]], ""type"": ""MultiPolygon""}",Cranbourne Bowling Club Green 1,Bowls,3977,,Na,,-38.11363377,145.2782906,349045,5780162,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.11363377288026,145.27829059349486/@your+location,17z/data=!4m2!4m1!3e0"
"-38.02808345195447, 145.36203832885113","{""coordinates"": [[[[145.3622885008, -38.0279355571], [145.3618495071, -38.0278834246], [145.3617860564, -38.028230784], [145.3622297062, -38.0282828762], [145.3622885008, -38.0279355571]]]], ""type"": ""MultiPolygon""}",Edwin Flack Bowls Green 2,Bowls,3806,,Na,,-38.02793556,145.3622885,356241,5789804,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.02793555708377,145.36228850081713/@your+location,17z/data=!4m2!4m1!3e0"
"-38.02813968053882, 145.36251707488566","{""coordinates"": [[[[145.3627677911, -38.0279889325], [145.3623273755, -38.0279397952], [145.3622659257, -38.0282881904], [145.3627053836, -38.0283416433], [145.3627677911, -38.0279889325]]]], ""type"": ""MultiPolygon""}",Edwin Flack Bowls Green 3,Bowls,3806,,Na,,-38.02798893,145.3627678,356284,5789798,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.027988932524245,145.3627677910848/@your+location,17z/data=!4m2!4m1!3e0"
"-37.964749893204385, 145.25119271811295","{""coordinates"": [[[[145.251116554, -37.9642769058], [145.2510245468, -37.9642926602], [145.250942655, -37.9643186583], [145.2508891505, -37.9643428256], [145.2508062551, -37.964401522], [145.2507529991, -37.9644631826], [145.2507133541, -37.9645172953], [145.250687296, -37.9645792702], [145.2506554034, -37.9646520628], [145.2506383423, -37.9647474255], [145.2506470172, -37.96484236], [145.2506588746, -37.9648799358], [145.2506811892, -37.9649517323], [145.2507335316, -37.9650629069], [145.2508261554, -37.9651459326], [145.2508777915, -37.9651717537], [145.2509216395, -37.9651899791], [145.251001997, -37.9652238874], [145.2511053417, -37.9652292994], [145.2511714958, -37.9652333472], [145.2512654963, -37.9652151891], [145.2513896773, -37.9651772028], [145.2514817967, -37.9651375682], [145.2516346639, -37.9650275523], [145.2516472739, -37.9650142219], [145.2516973076, -37.964939626], [145.2517518141, -37.9648156211], [145.251767511, -37.9647249241], [145.2517688997, -37.9646663672], [145.2517528427, -37.9646138594], [145.2517344025, -37.9645610457], [145.251708662, -37.9645040682], [145.2516725582, -37.9644664925], [145.2515746582, -37.9643947441], [145.2514407984, -37.964322551], [145.2512720063, -37.9642785865], [145.2511812979, -37.9642731823], [145.251116554, -37.9642769058]]]], ""type"": ""MultiPolygon""}",Oval 5 - Sydney Pargeter Reserve,Oval,3802,Turf,Synthetic,91B1,-37.96427691,145.2511166,346381,5796654,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.964276905752676,145.25111655395617/@your+location,17z/data=!4m2!4m1!3e0"
"-37.964247373364046, 145.2501999745649","{""coordinates"": [[[[145.2507069463, -37.9642548628], [145.2507068888, -37.9642380998], [145.2507063739, -37.9642214201], [145.250705288, -37.964204822], [145.2507034055, -37.964188212], [145.2507010658, -37.9641716854], [145.2506980412, -37.9641552387], [145.2506943295, -37.9641389621], [145.2506901606, -37.9641227687], [145.2506853025, -37.9641068355], [145.2506798754, -37.9640908937], [145.2506738709, -37.9640753039], [145.2506671815, -37.964059794], [145.2506600305, -37.9640445476], [145.2506521882, -37.9640296514], [145.2506438865, -37.9640149286], [145.2506350095, -37.9640004676], [145.2506256687, -37.9639863602], [145.2506156367, -37.963972603], [145.2506052568, -37.9639591109], [145.2505942974, -37.9639460608], [145.2505828763, -37.9639332742], [145.2505709895, -37.9639209313], [145.2505585229, -37.9639090304], [145.2505458203, -37.9638974864], [145.250532538, -37.9638863844], [145.2505189037, -37.9638757277], [145.2505049152, -37.9638656065], [145.250490463, -37.9638558389], [145.2504757703, -37.9638466084], [145.2504606119, -37.9638378216], [145.2504452109, -37.963829662], [145.2504294578, -37.9638219477], [145.2504134665, -37.9638146805], [145.2503971188, -37.9638080389], [145.2503807583, -37.9638019377], [145.2503639298, -37.9637963704], [145.2503469748, -37.9637913418], [145.2503297796, -37.9637868503], [145.2503125692, -37.9637829895], [145.2502951187, -37.9637796657], [145.2502775465, -37.9637768797], [145.2502599562, -37.963774725], [145.2502423548, -37.9637732], [145.2502248415, -37.9637720504], [145.2502072956, -37.9637716516], [145.2501895987, -37.963771797], [145.2501720032, -37.9637724845], [145.2501545291, -37.9637737993], [145.2501371454, -37.963775632], [145.2501193991, -37.9637781716], [145.2501020717, -37.9637812104], [145.2500846887, -37.9637849153], [145.250067405, -37.9637890732], [145.2500503331, -37.9637938653], [145.2500334722, -37.9637992917], [145.2500167145, -37.9638051702], [145.2500003984, -37.9638115962], [145.249984183, -37.9638185644], [145.2499681824, -37.9638260766], [145.2499525103, -37.9638341344], [145.2499371688, -37.9638426476], [145.2499221559, -37.9638517065], [145.2499074736, -37.9638612209], [145.2498931198, -37.9638712809], [145.2498792068, -37.9638817093], [145.2498655058, -37.9638926193], [145.2498522561, -37.963903985], [145.2498394697, -37.9639158038], [145.2498271466, -37.963927986], [145.2498152861, -37.9639406215], [145.2498039861, -37.9639535361], [145.2497929304, -37.9639669252], [145.2497824682, -37.9639805863], [145.2497725759, -37.963994614], [145.2497631349, -37.9640089183], [145.2497542402, -37.9640235944], [145.2497459988, -37.9640384664], [145.2497380511, -37.9640536228], [145.2497310687, -37.9640690229], [145.2497245427, -37.9640846086], [145.2497187016, -37.9641003833], [145.249713312, -37.9641162552], [145.2497086026, -37.9641324067], [145.2497044602, -37.9641486567], [145.2497009985, -37.9641650069], [145.2496981014, -37.9641815457], [145.2496958872, -37.9641980947], [145.249694126, -37.9642147406], [145.2496931613, -37.9642313983], [145.2496927656, -37.9642480644], [145.2496929388, -37.9642647391], [145.2496939086, -37.9642814256], [145.2496953336, -37.9642981188], [145.2496974455, -37.9643146421], [145.2497001264, -37.9643311738], [145.2497034943, -37.9643475355], [145.2497074355, -37.9643637255], [145.2497120615, -37.9643798356], [145.2497171449, -37.9643958623], [145.2497229174, -37.964411629], [145.2497291515, -37.9644271322], [145.2497361864, -37.964442467], [145.2497435669, -37.9644576268], [145.2497516388, -37.9644724363], [145.249760286, -37.9644869841], [145.2497693948, -37.9645012684], [145.2497790811, -37.9645152008], [145.2497893428, -37.9645288714], [145.2497999566, -37.9645420966], [145.2498111479, -37.96455497], [145.2498228029, -37.9645674898], [145.2498349216, -37.964579656], [145.2498475062, -37.9645913785], [145.2498605566, -37.9646026574], [145.249873957, -37.964613581], [145.2498878254, -37.9646239708], [145.2499020458, -37.9646339153], [145.2499166183, -37.9646434145], [145.2499315451, -37.9646523781], [145.2499468239, -37.9646608965], [145.2499624569, -37.9646688794], [145.2499783303, -37.9646763251], [145.2499943303, -37.964683232], [145.2500107962, -37.9646896953], [145.2500273909, -37.9646955296], [145.2500442259, -37.9647008268], [145.2500613014, -37.9647055868], [145.2500785057, -37.9647097179], [145.2500958365, -37.9647133102], [145.2501134078, -37.9647163653], [145.2501309941, -37.9647187899], [145.2501485931, -37.9647206739], [145.2501663188, -37.964722019], [145.2501841733, -37.9647227353], [145.250201929, -37.9647228192], [145.2502198112, -37.9647223643], [145.2502374809, -37.9647212754], [145.2502551634, -37.964719646], [145.2502728587, -37.9647174761], [145.2502904552, -37.9647146738], [145.250307839, -37.9647112375], [145.2503252336, -37.9647073508], [145.2503424156, -37.9647028301], [145.2503594965, -37.9646977672], [145.2503761373, -37.9646920669], [145.2503927888, -37.9646859162], [145.2504091117, -37.9646792198], [145.2504252199, -37.9646719796], [145.2504409995, -37.9646641937], [145.2504565644, -37.9646558639], [145.2504716848, -37.9646470769], [145.2504865883, -37.9646378361], [145.2505010494, -37.964628048], [145.2505151799, -37.9646178044], [145.2505289797, -37.9646071052], [145.2505422191, -37.9645960372], [145.2505552437, -37.9645844254], [145.2505677079, -37.9645724447], [145.2505797234, -37.964560187], [145.2505912965, -37.9645473819], [145.2506023071, -37.9645342982], [145.250612987, -37.9645207589], [145.2506229906, -37.9645069393], [145.2506325454, -37.9644928425], [145.2506415398, -37.964478377], [145.2506500855, -37.9644636344], [145.2506579548, -37.9644486115], [145.2506653732, -37.9644334015], [145.2506721153, -37.9644179112], [145.2506782927, -37.9644022322], [145.2506839055, -37.9643863646], [145.2506888398, -37.9643703066], [145.2506933231, -37.9643540617], [145.2506971259, -37.9643377166], [145.2507002481, -37.9643212712], [145.2507029151, -37.9643048191], [145.2507047899, -37.9642881749], [145.2507060957, -37.9642715222], [145.2507069463, -37.9642548628]]]], ""type"": ""MultiPolygon""}",Oval 4 - Sydney Pargeter Reserve,Oval,3802,Turf,,,-37.96425486,145.2507069,346292,5796709,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.96425486283757,145.25070694631034/@your+location,17z/data=!4m2!4m1!3e0"
"-37.964915424444854, 145.2483779558394","{""coordinates"": [[[[145.2491662939, -37.9648857519], [145.2491673085, -37.9648478268], [145.2491638745, -37.9648102861], [145.2491505557, -37.9647719674], [145.2491376515, -37.9647353671], [145.2491112635, -37.9646913566], [145.2490861661, -37.9646505194], [145.2490627336, -37.964621062], [145.2490398804, -37.9645863863], [145.2490211262, -37.9645564579], [145.2489959202, -37.9645249915], [145.2489603743, -37.9644927403], [145.2489271323, -37.9644641281], [145.2488903869, -37.9644392488], [145.2488588372, -37.964416069], [145.2488175705, -37.964394637], [145.2487783563, -37.9643730553], [145.2487392196, -37.9643530068], [145.248698849, -37.9643417715], [145.2486454071, -37.9643249345], [145.2486023634, -37.9643112262], [145.2485655571, -37.9643032883], [145.2485205857, -37.9642940572], [145.2484687566, -37.9642812094], [145.2484228774, -37.9642766509], [145.248382224, -37.9642725308], [145.248336124, -37.964272475], [145.2482953636, -37.9642728592], [145.2482493756, -37.9642776715], [145.2482040232, -37.9642844759], [145.2481591798, -37.9642938111], [145.2481153049, -37.9643055039], [145.2480722889, -37.9643193723], [145.2480303637, -37.9643352396], [145.2479899824, -37.9643532026], [145.2479506917, -37.9643732543], [145.2479136385, -37.9644020642], [145.2478781322, -37.9644282605], [145.2478462232, -37.9644567291], [145.2478149902, -37.9644840625], [145.2477871407, -37.964511125], [145.2477595607, -37.964541166], [145.2477336006, -37.9645726168], [145.2477104582, -37.9646055788], [145.2476874815, -37.964634209], [145.2476697507, -37.9646692189], [145.2476461912, -37.9647017046], [145.2476307302, -37.964743112], [145.2476154026, -37.9647791135], [145.2476042146, -37.9648136438], [145.2475881888, -37.964856135], [145.247584619, -37.9649010656], [145.2475802398, -37.9649398469], [145.2475897413, -37.9649739101], [145.2475945605, -37.9650180278], [145.2476018734, -37.9650495465], [145.2476121356, -37.9650802122], [145.2476275088, -37.9651157468], [145.2476417242, -37.9651533029], [145.2476628771, -37.9651867256], [145.247687703, -37.9652272505], [145.2477140597, -37.9652582834], [145.2477472387, -37.9652940153], [145.247778215, -37.9653221434], [145.2478124294, -37.9653577096], [145.247847131, -37.9653823785], [145.2478756899, -37.9654068658], [145.247914009, -37.9654278037], [145.2479699965, -37.9654572956], [145.2480112611, -37.9654740417], [145.2480731292, -37.965500377], [145.2481164238, -37.9655131882], [145.248183373, -37.9655271636], [145.2482287835, -37.965535309], [145.2482792768, -37.9655450621], [145.2483252675, -37.9655486427], [145.2483823201, -37.9655464037], [145.2484287143, -37.9655451643], [145.2484710646, -37.9655450729], [145.2485166691, -37.9655391564], [145.2485757662, -37.9655300848], [145.248620191, -37.9655196511], [145.2486754013, -37.9655046843], [145.2487180519, -37.9654899076], [145.2487607861, -37.9654701797], [145.248800752, -37.965451042], [145.2488501861, -37.965426809], [145.2488865547, -37.9654038512], [145.2489334675, -37.9653688867], [145.2489666342, -37.9653422987], [145.249010043, -37.9653015749], [145.249038964, -37.9652718274], [145.2490650854, -37.9652408509], [145.2490879549, -37.965207757], [145.2491044371, -37.9651608663], [145.2491161053, -37.9651249023], [145.2491305549, -37.9650724876], [145.2491401728, -37.9650365831], [145.2491489256, -37.9650035495], [145.2491567463, -37.964966627], [145.2491642616, -37.9649233915], [145.2491662939, -37.9648857519]]]], ""type"": ""MultiPolygon""}",Oval 2 - Sydney Pargeter Reserve,Oval,3802,Turf,Turf,,-37.96488575,145.2491663,346133,5796632,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.9648857519223,145.2491662938787/@your+location,17z/data=!4m2!4m1!3e0"
"-37.993043491496366, 145.25030061510375","{""coordinates"": [[[[145.2496439521, -37.9933124324], [145.2501650485, -37.9933698442], [145.2501469688, -37.9934594956], [145.2502418992, -37.9935615664], [145.2507299615, -37.9936212591], [145.250921214, -37.9926718879], [145.2497961571, -37.9925382343], [145.2496439521, -37.9933124324]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 3 - Waratah Reserve,Soccer,3177,Turf,Na,91B9,-37.99331243,145.249644,346359,5793509,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.99331243238079,145.24964395205063/@your+location,17z/data=!4m2!4m1!3e0"
"-38.04049980282884, 145.3273185822757","{""coordinates"": [[[[145.3268774659, -38.0400496598], [145.3267319884, -38.0408327345], [145.3276913724, -38.0409475115], [145.3277639718, -38.0409064533], [145.3279106986, -38.0401672795], [145.3268774659, -38.0400496598]]]], ""type"": ""MultiPolygon""}",Softball Field 3 - Sweeney Reserve,Softball,3806,Turf,Na,110J9,-38.04004966,145.3268775,353219,5788372,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.040049659824156,145.32687746586282/@your+location,17z/data=!4m2!4m1!3e0"
"-38.03953296722094, 145.3263506634738","{""coordinates"": [[[[145.3264222453, -38.039869249], [145.3265520018, -38.0398205397], [145.3266584277, -38.0397655503], [145.3267530861, -38.0396868722], [145.3268485749, -38.0395817108], [145.326912636, -38.0394655581], [145.326940938, -38.0393434891], [145.326953155, -38.0392622855], [145.3260528298, -38.0391533093], [145.3259837062, -38.0391864799], [145.3258396945, -38.0399313355], [145.3259432093, -38.0399341618], [145.3260631264, -38.0399322649], [145.3262048742, -38.0399174314], [145.3263228339, -38.0398964012], [145.3264222453, -38.039869249]]]], ""type"": ""MultiPolygon""}",Softball Field 1 - Sweeney Reserve,Softball,3806,Turf,Na,110J9,-38.03986925,145.3264222,353136,5788476,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.03986924899785,145.32642224531014/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0392077477117, 145.32397263957722","{""coordinates"": [[[[145.3242583411, -38.0394046493], [145.3243467017, -38.0393242382], [145.3244021439, -38.0392664512], [145.3244230801, -38.0392327748], [145.32446787, -38.0391724027], [145.3244997758, -38.0390723748], [145.3245227268, -38.0389652801], [145.3237021647, -38.0388680767], [145.3236432426, -38.0389022005], [145.3235105217, -38.0395484331], [145.3235796541, -38.0395557305], [145.3237040589, -38.0395674199], [145.323793323, -38.039560406], [145.3238999198, -38.0395455706], [145.3240071006, -38.0395217851], [145.3241162547, -38.0394845919], [145.3242014617, -38.0394475449], [145.3242583411, -38.0394046493]]]], ""type"": ""MultiPolygon""}",Softball Field 7 - Sweeney Reserve,Softball,3806,Turf,Na,110J9,-38.03940465,145.3242583,352927,5788508,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.03940464934752,145.3242583410741/@your+location,17z/data=!4m2!4m1!3e0"
"-38.01662053127957, 145.29935665398213","{""coordinates"": [[[[145.2993051319, -38.0163747276], [145.2990457212, -38.0166605739], [145.2994088951, -38.0168653994], [145.2996674883, -38.0165821909], [145.2993051319, -38.0163747276]]]], ""type"": ""MultiPolygon""}",Max Pawsey Bowling Green 1,Bowls,3805,,Na,,-38.01637473,145.2993051,350716,5790977,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.01637472758575,145.29930513186738/@your+location,17z/data=!4m2!4m1!3e0"
"-38.040460142757624, 145.32849165956364","{""coordinates"": [[[[145.3280879252, -38.039864558], [145.3278851451, -38.0409294601], [145.3288974609, -38.0410542255], [145.3290970752, -38.0399914804], [145.3280879252, -38.039864558]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 1 - Sweeney Reserve Soccer 1,Soccer,3806,Turf,,110K10,-38.03986456,145.3280879,353322,5788378,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.03986455803817,145.32808792521672/@your+location,17z/data=!4m2!4m1!3e0"
"-38.04854725252388, 145.28744502470047","{""coordinates"": [[[[145.2877916152, -38.0490417987], [145.2878534155, -38.048086173], [145.2870960295, -38.0480517636], [145.287039991, -38.0490118703], [145.2877916152, -38.0490417987]]]], ""type"": ""MultiPolygon""}",Soccer - Narre Warren P12,Soccer,3805,Synthetic,Na,110A12,-38.0490418,145.2877916,349736,5787415,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.04904179867576,145.28779161515564/@your+location,17z/data=!4m2!4m1!3e0"
