geo_point_2d,geo_shape,name,parktype,postcode,surfacetype,wickettype,melref,latitude,longitude,easting,northing,projection,googlemaps_drive_to
"-38.03608004290852, 145.32566180784698","{""coordinates"": [[[[145.3262565384, -38.0362362616], [145.3262670038, -38.0362019851], [145.3262743659, -38.0361638794], [145.3262853033, -38.0361288887], [145.32628857, -38.0360955011], [145.3262922156, -38.0360604966], [145.3262923152, -38.0360260726], [145.3262908356, -38.0359910854], [145.3262844362, -38.0359570195], [145.3262783104, -38.0359227827], [145.3262689821, -38.0358885861], [145.326257697, -38.0358557958], [145.3262464766, -38.035823033], [145.3262245708, -38.0357882786], [145.3262058639, -38.0357556567], [145.3261917482, -38.0357310382], [145.3261772337, -38.0357078511], [145.3261528014, -38.0356820872], [145.3261285818, -38.0356559651], [145.3261057623, -38.0356319385], [145.3260796883, -38.0356060634], [145.3260495789, -38.0355822938], [145.326016465, -38.0355603738], [145.3259835862, -38.0355431434], [145.3259541011, -38.0355319993], [145.3259040227, -38.0355145239], [145.3258488577, -38.0355052669], [145.3258183466, -38.0354991548], [145.3257791048, -38.0354961627], [145.325740491, -38.0354956127], [145.325701082, -38.0354949612], [145.3256574494, -38.0354996567], [145.3256036823, -38.0355090742], [145.3255744848, -38.0355153271], [145.3255354381, -38.0355237827], [145.3254935736, -38.0355358931], [145.3254528204, -38.0355542375], [145.3254240795, -38.0355654534], [145.3253876978, -38.0355819676], [145.3253405044, -38.0356029238], [145.3253060971, -38.0356228005], [145.3252739422, -38.0356488373], [145.32524264, -38.0356724531], [145.3252165076, -38.0356992066], [145.3251882111, -38.0357259293], [145.3251715185, -38.0357534481], [145.3251470352, -38.0357828385], [145.3251206596, -38.0358152661], [145.3250998859, -38.0358468722], [145.3250869983, -38.0358774192], [145.325070632, -38.03591062], [145.3250605725, -38.0359470651], [145.3250487295, -38.0359817724], [145.3250462032, -38.0360126473], [145.3250390263, -38.0360476014], [145.3250341193, -38.0360829482], [145.325031948, -38.036118244], [145.325032287, -38.0361533953], [145.3250349181, -38.0361879484], [145.3250399414, -38.0362225356], [145.3250472571, -38.0362565246], [145.3250572143, -38.03628965], [145.3250693543, -38.0363219055], [145.3250839033, -38.0363534743], [145.3251008713, -38.036383906], [145.3251198063, -38.0364130139], [145.3251409304, -38.0364410716], [145.3251640278, -38.0364675353], [145.3251890945, -38.0364925851], [145.3252159047, -38.0365161277], [145.3252412033, -38.0365410006], [145.3252716267, -38.0365609899], [145.325302281, -38.036585849], [145.3253354125, -38.0366020018], [145.3253713445, -38.0366202672], [145.3254068424, -38.0366325785], [145.3254418272, -38.0366474059], [145.3254791322, -38.0366554173], [145.3255265646, -38.0366640235], [145.3255649932, -38.0366677251], [145.3256064809, -38.0366721913], [145.3256459254, -38.0366713113], [145.3256978124, -38.036669437], [145.3257372394, -38.0366643211], [145.3257857193, -38.0366519444], [145.325825376, -38.0366367384], [145.3258562517, -38.036621858], [145.3258924028, -38.0366004739], [145.3259232117, -38.0365835198], [145.3259593968, -38.0365656508], [145.3259882815, -38.0365481285], [145.3260176372, -38.0365249354], [145.3260450441, -38.0365022552], [145.3260757974, -38.0364777302], [145.3261092013, -38.0364518912], [145.3261367168, -38.0364244362], [145.3261615274, -38.0363956811], [145.3261855672, -38.0363657434], [145.3262040461, -38.0363348253], [145.3262235788, -38.0363026606], [145.3262408498, -38.0362697427], [145.3262565384, -38.0362362616]]]], ""type"": ""MultiPolygon""}",Oval 3 - Sweeney Reserve,Oval,3806,Turf,Synthetic,110J9,-38.03623626,145.3262565,353065,5788859,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.036236261585685,145.32625653844454/@your+location,17z/data=!4m2!4m1!3e0"
"-38.02884147039787, 145.3649967292887","{""coordinates"": [[[[145.3643742492, -38.0284297439], [145.3643276661, -38.0284946303], [145.3642783009, -38.0285795062], [145.3642264195, -38.0286876527], [145.3641963105, -38.0287806416], [145.3641690657, -38.0288869899], [145.3641589703, -38.0289635813], [145.3641509013, -38.0290493124], [145.3641508301, -38.0291171613], [145.3641726319, -38.0291950431], [145.3641794337, -38.0292250752], [145.3642070446, -38.0292720532], [145.364262545, -38.0293517483], [145.3643191484, -38.0294047844], [145.3643748959, -38.0294552883], [145.3644583513, -38.0295118372], [145.3645901138, -38.0295856738], [145.3646999721, -38.0296255033], [145.3648065552, -38.0296538425], [145.3648587085, -38.0296561983], [145.3649164089, -38.0296496557], [145.3649835323, -38.0296441938], [145.3650288151, -38.0296317571], [145.3650833836, -38.0296217922], [145.3651387811, -38.0296051691], [145.3652374114, -38.0295631286], [145.3652847078, -38.0295397404], [145.3653188346, -38.029526484], [145.3653621998, -38.0294955961], [145.3654097367, -38.0294665952], [145.3654533232, -38.0294416975], [145.3654918146, -38.0294041617], [145.3655198894, -38.0293783909], [145.3655591493, -38.0293380571], [145.365606104, -38.0292838678], [145.3656321432, -38.0292489011], [145.3656616363, -38.0292094655], [145.3656858295, -38.0291740163], [145.3657158909, -38.0291303972], [145.3657386661, -38.029089708], [145.3657587728, -38.029048781], [145.365805072, -38.0289391178], [145.3658112178, -38.0289086527], [145.3658226348, -38.0288666361], [145.365831716, -38.0288275642], [145.3658363738, -38.0287731184], [145.3658462726, -38.0287169062], [145.3658515775, -38.0286652973], [145.3658470063, -38.0286156265], [145.3658382096, -38.0285714875], [145.3658301832, -38.0285431566], [145.3658172233, -38.0285123729], [145.3657929369, -38.0284597313], [145.3657731894, -38.0284332475], [145.3657545532, -38.0284047774], [145.3657254836, -38.0283708289], [145.3657012711, -38.0283399752], [145.3656644216, -38.0282939305], [145.3656189579, -38.028248881], [145.3655935125, -38.0282240277], [145.3655390249, -38.0281829098], [145.3654875551, -38.0281428723], [145.3654378676, -38.0281110813], [145.3654080291, -38.0280954066], [145.3653670542, -38.0280776143], [145.3653315045, -38.0280662137], [145.3652884831, -38.0280532681], [145.3652500589, -38.0280439875], [145.3651788233, -38.0280283681], [145.3651128884, -38.0280230879], [145.3650536927, -38.0280257573], [145.3650150648, -38.0280251919], [145.3649394236, -38.0280413494], [145.3648894821, -38.0280537192], [145.3648394054, -38.0280692777], [145.3647395509, -38.0281161005], [145.3646509399, -38.0281672265], [145.3645677594, -38.02822274], [145.3645047203, -38.028271273], [145.3644485059, -38.0283206382], [145.3643742492, -38.0284297439]]]], ""type"": ""MultiPolygon""}",Oval - Edwin Flack Reserve,Oval,3806,Turf,Synthetic,111H7,-38.02842974,145.3643742,356503,5789725,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.02842974393074,145.36437424922565/@your+location,17z/data=!4m2!4m1!3e0"
"-38.038078070367234, 145.32686711089136","{""coordinates"": [[[[145.3261350512, -38.0379541842], [145.32611419, -38.0380678844], [145.3261189554, -38.038215751], [145.3261424854, -38.0383396706], [145.3261864999, -38.0384575185], [145.3262544975, -38.0385885212], [145.3263397088, -38.0386845399], [145.3264335195, -38.0387531947], [145.3265621393, -38.0388144145], [145.3266912366, -38.0388500663], [145.3268109841, -38.0388501297], [145.32694754, -38.0388280118], [145.3270804511, -38.0387864996], [145.3272242228, -38.0387115096], [145.3273069686, -38.0386468237], [145.3273900937, -38.0385613296], [145.3274714654, -38.0384661699], [145.3275389437, -38.0383562741], [145.3275949263, -38.0382142029], [145.327616543, -38.0380652135], [145.3276213484, -38.0379448172], [145.3275958447, -38.037814439], [145.3275421226, -38.0376771719], [145.3274697954, -38.0375540412], [145.3273745948, -38.0374563491], [145.3272344996, -38.0373677131], [145.3270936158, -38.0373158822], [145.3269516005, -38.0373074901], [145.3268010235, -38.0373246017], [145.326647803, -38.0373690025], [145.3265079781, -38.0374440479], [145.3263982755, -38.037537272], [145.326252496, -38.0377005309], [145.3261784163, -38.0378311584], [145.3261350512, -38.0379541842]]]], ""type"": ""MultiPolygon""}",Oval 1 - Sweeney Reserve,Oval,3806,Turf,Synthetic,110J9,-38.03795418,145.3261351,353174,5788640,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.037954184242146,145.3261350511511/@your+location,17z/data=!4m2!4m1!3e0"
"-38.017110832561485, 145.29720405286528","{""coordinates"": [[[[145.2974817086, -38.0175531816], [145.2977362606, -38.017294171], [145.2979017231, -38.0171165003], [145.298017197, -38.0169683425], [145.2980624265, -38.0169153447], [145.2980970354, -38.0168542162], [145.2980981309, -38.0168055637], [145.2980909233, -38.0167383249], [145.2980439013, -38.0166524787], [145.2979893751, -38.0165913848], [145.2978821777, -38.0165187014], [145.2977587872, -38.0164598687], [145.2976256668, -38.0164265466], [145.2975255095, -38.0164150296], [145.2974404374, -38.0164153766], [145.2973605057, -38.0164239527], [145.2972607089, -38.0164528684], [145.2971968678, -38.0164783055], [145.2971217855, -38.0165319239], [145.2969296642, -38.0166820808], [145.2966895006, -38.0168856901], [145.2964455254, -38.0171179768], [145.2963678648, -38.0171856782], [145.2963403172, -38.0172540245], [145.2963292157, -38.0173204608], [145.2963317917, -38.017366639], [145.2963508395, -38.0174295478], [145.2963921547, -38.0175196347], [145.2964478909, -38.0175969535], [145.2965265354, -38.0176884852], [145.2966038528, -38.0177341216], [145.2966888559, -38.0177724823], [145.2967899351, -38.0178053083], [145.296872436, -38.0178139834], [145.2969821477, -38.0178183666], [145.2971354102, -38.0177818356], [145.2972584005, -38.0177383765], [145.2973476519, -38.0176854303], [145.2974817086, -38.0175531816]]]], ""type"": ""MultiPolygon""}",Oval 2 - Max Pawsey Reserve,Oval,3805,Turf,Turf,110C4,-38.01755318,145.2974817,350529,5790919,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.017553181597194,145.29748170859924/@your+location,17z/data=!4m2!4m1!3e0"
"-38.12327446269938, 145.31420068751532","{""coordinates"": [[[[145.3149684748, -38.1232790871], [145.3149685985, -38.1232538559], [145.314967812, -38.1232285216], [145.314965995, -38.1232033527], [145.3149632657, -38.1231781707], [145.314959734, -38.1231531574], [145.3149551738, -38.1231282194], [145.314949693, -38.1231036288], [145.3149434119, -38.1230791168], [145.3149313002, -38.1230551519], [145.3149205633, -38.1230309364], [145.314906034, -38.1230079282], [145.3148956122, -38.1229848888], [145.3148774358, -38.1229617381], [145.3148659774, -38.1229391344], [145.3148356252, -38.122899768], [145.3148244841, -38.1228782503], [145.3148041533, -38.1228545279], [145.3147885377, -38.1228341175], [145.3147273326, -38.122787099], [145.3147089242, -38.1227690817], [145.3146751225, -38.1227507533], [145.3146553166, -38.1227339776], [145.3146166568, -38.1227135969], [145.3145648886, -38.1226878013], [145.314542379, -38.1226745014], [145.3144690015, -38.1226508288], [145.314444346, -38.1226415533], [145.3143968142, -38.1226299669], [145.3143709397, -38.1226240984], [145.3143273745, -38.1226186068], [145.3143011185, -38.122614445], [145.3142747069, -38.1226120834], [145.3142481834, -38.12260963], [145.3141876473, -38.12260795], [145.3141610409, -38.1226091001], [145.3141264311, -38.1226110365], [145.3141000113, -38.1226139917], [145.3140331908, -38.1226276316], [145.3140073765, -38.1226340198], [145.3139425568, -38.1226499414], [145.3139178063, -38.1226596792], [145.313879765, -38.1226719298], [145.3138558894, -38.1226833024], [145.3138116652, -38.1227015021], [145.3137898859, -38.1227159687], [145.3137541897, -38.1227353723], [145.3137332916, -38.1227512033], [145.3137137909, -38.1227608363], [145.3136914933, -38.122777999], [145.3136633153, -38.1227978709], [145.3136430393, -38.1228164144], [145.3136170488, -38.122840373], [145.3136008429, -38.1228605069], [145.3135862708, -38.1228740857], [145.3135717506, -38.1228953252], [145.3135561791, -38.1229077181], [145.3135431207, -38.1229298798], [145.3135302821, -38.1229524051], [145.3135189176, -38.1229753121], [145.3135037671, -38.122999156], [145.3134914758, -38.1230226804], [145.3134765098, -38.1230484194], [145.3134685375, -38.1230726368], [145.3134577619, -38.1230996976], [145.313451606, -38.1231243014], [145.313446352, -38.1231493688], [145.3134420124, -38.1231743592], [145.3134381558, -38.1231981851], [145.3134356367, -38.1232233818], [145.3134326594, -38.1232486622], [145.3134320789, -38.1232738868], [145.3134342873, -38.1233068115], [145.3134356456, -38.123332064], [145.3134360334, -38.1233548693], [145.3134391064, -38.1233799662], [145.3134457624, -38.1234079982], [145.3134507824, -38.1234327626], [145.3134605485, -38.1234545311], [145.3134672895, -38.1234788695], [145.3134782872, -38.123501647], [145.3134868632, -38.1235255612], [145.3135019706, -38.1235482175], [145.313512278, -38.1235712554], [145.3135206839, -38.1235926439], [145.3135666282, -38.1236534121], [145.3135810867, -38.123674527], [145.3136002415, -38.1236948082], [145.3136162053, -38.1237149534], [145.3136399571, -38.1237337686], [145.3136550355, -38.1237527295], [145.3136824656, -38.1237703359], [145.3137013365, -38.1237880896], [145.3137287687, -38.1238056059], [145.3137518445, -38.1238190944], [145.3137738587, -38.1238340996], [145.3137987799, -38.1238467134], [145.31385674, -38.1238711564], [145.3138800771, -38.1238832067], [145.3139273007, -38.1238983035], [145.3139523069, -38.1239072236], [145.313998755, -38.1239163615], [145.3140241448, -38.1239234848], [145.3140558339, -38.123929527], [145.3140817627, -38.1239330533], [145.3141293242, -38.1239384221], [145.3141558606, -38.123940335], [145.3141923808, -38.1239396877], [145.3142190727, -38.1239398004], [145.3142453602, -38.1239376544], [145.3142719795, -38.1239359638], [145.3142989678, -38.1239331069], [145.3143253984, -38.1239297013], [145.3143481692, -38.1239266938], [145.314374297, -38.1239215716], [145.3144080303, -38.123913134], [145.314432887, -38.1239037581], [145.3145006665, -38.1238831926], [145.3145247621, -38.1238721836], [145.3145554846, -38.1238607289], [145.3145787031, -38.1238481753], [145.3145994294, -38.1238398214], [145.3146216567, -38.1238257215], [145.3146383854, -38.1238175806], [145.3146592318, -38.1238040016], [145.3146972049, -38.1237798543], [145.3147171015, -38.1237629273], [145.3147366686, -38.1237504113], [145.3147553377, -38.1237322952], [145.3147767687, -38.1237131373], [145.3147939822, -38.1236938287], [145.3148083179, -38.1236806069], [145.3148248741, -38.1236601173], [145.3148608726, -38.1236176477], [145.3148808435, -38.1235875645], [145.3148927737, -38.1235648458], [145.3149046479, -38.1235445594], [145.3149155579, -38.1235215557], [145.3149248196, -38.1235007813], [145.3149331315, -38.1234766588], [145.3149412423, -38.123451362], [145.3149478539, -38.1234267646], [145.3149539493, -38.1234047732], [145.3149586285, -38.1233798777], [145.3149625135, -38.1233547906], [145.3149654883, -38.1233296003], [145.3149674367, -38.1233043953], [145.3149684748, -38.1232790871]]]], ""type"": ""MultiPolygon""}",Oval 5 (Vfl Football) - Casey Fields,Oval,3977,Turf,Turf,134G8,-38.12327909,145.3149685,352234,5779166,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.123279087132666,145.31496847479644/@your+location,17z/data=!4m2!4m1!3e0"
"-38.12170463927024, 145.31525945205402","{""coordinates"": [[[[145.3160272738, -38.1217380291], [145.3160272471, -38.1216945018], [145.3160264333, -38.1216703386], [145.3160264739, -38.1216487109], [145.3160236033, -38.1216246985], [145.3160218234, -38.1216028644], [145.31601701, -38.1215790043], [145.3160119042, -38.1215529772], [145.3160051398, -38.1215296298], [145.3159965756, -38.1215051752], [145.3159811087, -38.1214733221], [145.3159636263, -38.1214348615], [145.3159583282, -38.1214221691], [145.3159374995, -38.1213903292], [145.3159236069, -38.1213694029], [145.3159020981, -38.1213373731], [145.3158865862, -38.1213174149], [145.3158698551, -38.1212959072], [145.3158527239, -38.121276917], [145.3158368286, -38.1212637121], [145.3158183021, -38.1212458735], [145.3157975362, -38.1212262004], [145.3157775003, -38.1212095117], [145.3157447978, -38.1211880453], [145.3157235925, -38.1211726014], [145.3157096943, -38.1211668148], [145.3156870896, -38.1211527026], [145.3156257449, -38.1211217236], [145.3156007745, -38.1211112723], [145.3155522874, -38.1210916522], [145.3155265957, -38.1210828127], [145.3155009827, -38.1210755063], [145.3154745715, -38.1210681884], [145.3154444137, -38.1210600958], [145.315417507, -38.1210544831], [145.3153645667, -38.1210449824], [145.3153370153, -38.1210426046], [145.3153037124, -38.1210423072], [145.3152761196, -38.1210417311], [145.3152402789, -38.1210426589], [145.3152125349, -38.1210437028], [145.3151935426, -38.1210461339], [145.3151660992, -38.1210489845], [145.3151401673, -38.1210505951], [145.3151129147, -38.1210550705], [145.3150843994, -38.1210598883], [145.3150575657, -38.1210659918], [145.3150401099, -38.1210710583], [145.3150139231, -38.1210787933], [145.3149894945, -38.1210844807], [145.3149640687, -38.1210938486], [145.314938759, -38.1211031281], [145.3149139842, -38.1211139473], [145.3148911378, -38.1211252447], [145.3148673541, -38.1211376101], [145.3148440391, -38.1211494415], [145.3148212507, -38.1211631729], [145.3147964572, -38.1211748028], [145.3147747761, -38.121189992], [145.3147569099, -38.121202983], [145.3147364562, -38.1212193613], [145.3147174289, -38.1212332367], [145.3146983167, -38.1212508058], [145.3146801023, -38.1212690186], [145.3146624456, -38.1212877801], [145.3146456909, -38.1213070051], [145.314629608, -38.1213267805], [145.314614429, -38.1213469293], [145.314600038, -38.12136754], [145.3145864327, -38.1213887026], [145.3145738456, -38.1214102404], [145.3145619364, -38.1214320582], [145.3145509291, -38.1214543396], [145.3145409441, -38.1214768159], [145.314531863, -38.1214996656], [145.314523574, -38.121522797], [145.3145163072, -38.1215461234], [145.3145100626, -38.1215696446], [145.3145046121, -38.1215933575], [145.3145001838, -38.1216172652], [145.3144966678, -38.1216411861], [145.314494288, -38.1216653035], [145.3144927064, -38.1216894324], [145.3144921513, -38.121713576], [145.3144926224, -38.1217377343], [145.3144938939, -38.121761814], [145.3144963079, -38.1217858199], [145.3144996362, -38.1218097489], [145.3145039929, -38.1218336025], [145.31450915, -38.1218573775], [145.3145153396, -38.1218808969], [145.3145225618, -38.1219041608], [145.3145305865, -38.121927256], [145.3145395296, -38.121950094], [145.3145530426, -38.1219726371], [145.3145638248, -38.1219948707], [145.3145775804, -38.1220167865], [145.3145902059, -38.1220382355], [145.3146055497, -38.1220605345], [145.3146199045, -38.1220811972], [145.3146390323, -38.1221026494], [145.3146550044, -38.1221224341], [145.3146787435, -38.1221417896], [145.314696225, -38.1221604244], [145.3147139241, -38.1221745565], [145.314732913, -38.1221921316], [145.3147764288, -38.1222245676], [145.3147979866, -38.1222395661], [145.3148473722, -38.1222647867], [145.3148700994, -38.1222785403], [145.3148974337, -38.1222903774], [145.3149212205, -38.1223027044], [145.3149783751, -38.1223224491], [145.3150039429, -38.1223317375], [145.3150324279, -38.1223381841], [145.3150586031, -38.1223458591], [145.3150878345, -38.1223496128], [145.3151371783, -38.1223568092], [145.3151643424, -38.122361164], [145.3152013492, -38.1223641281], [145.3152288948, -38.1223667761], [145.3152844877, -38.1223651404], [145.315312224, -38.1223644568], [145.315346023, -38.1223630491], [145.3153735705, -38.1223606506], [145.3153959096, -38.1223565553], [145.3154232663, -38.1223525319], [145.3154525595, -38.1223436699], [145.3154794974, -38.1223380183], [145.315507729, -38.1223306731], [145.315534248, -38.1223233934], [145.3155537627, -38.1223131295], [145.3155795207, -38.1223042168], [145.3156111276, -38.1222889896], [145.3156361224, -38.1222785339], [145.3156533835, -38.1222720226], [145.3156776152, -38.122260024], [145.3157204908, -38.1222359466], [145.315742506, -38.1222211225], [145.315758701, -38.1222063952], [145.3157793766, -38.1221902903], [145.3157988332, -38.1221775923], [145.3158182813, -38.1221602982], [145.3158406091, -38.1221368273], [145.3158584876, -38.1221183392], [145.3158757315, -38.1220976791], [145.3158921502, -38.1220781787], [145.3159082371, -38.122058223], [145.315923082, -38.1220377088], [145.3159323995, -38.1220244148], [145.3159454384, -38.1220030636], [145.3159540672, -38.1219849836], [145.3159655262, -38.1219628888], [145.3159745383, -38.1219380554], [145.315984071, -38.1219153923], [145.3159917314, -38.121894775], [145.3159994498, -38.1218716353], [145.3160077593, -38.1218525594], [145.3160135494, -38.1218289414], [145.3160227458, -38.1217960902], [145.3160267174, -38.1217721758], [145.3160252366, -38.1217621515], [145.3160272738, -38.1217380291]]]], ""type"": ""MultiPolygon""}",Oval 4 (Vfl Football) - Casey Fields,Oval,3977,Turf,Turf,134G8,-38.12173803,145.3160273,352324,5779342,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.12173802911311,145.3160272737797/@your+location,17z/data=!4m2!4m1!3e0"
"-37.96972889064507, 145.25022221021533","{""coordinates"": [[[[145.2498152028, -37.9702457114], [145.2506646821, -37.9702271522], [145.25063159, -37.9692131841], [145.2497775789, -37.9692313029], [145.2498152028, -37.9702457114]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 1 - Chalcot Lodge,Soccer,3802,Turf,Na,91B2,-37.97024571,145.2498152,346305,5796100,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.970245711417526,145.2498152028395/@your+location,17z/data=!4m2!4m1!3e0"
"-38.025028887692805, 145.24973352937948","{""coordinates"": [[[[145.2492028968, -38.024599911], [145.2490616852, -38.0252694298], [145.250260711, -38.0254528444], [145.250415181, -38.0247973722], [145.2492028968, -38.024599911]]]], ""type"": ""MultiPolygon""}",Soccer Field 1 - Km Reedy Reserve,Soccer,3976,Turf,Na,96B5,-38.02459991,145.2492029,346378,5789964,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.024599911033576,145.24920289681268/@your+location,17z/data=!4m2!4m1!3e0"
"-37.99118625570319, 145.30541303361528","{""coordinates"": [[[[145.3048401372, -37.9905597395], [145.3048358487, -37.9905630121], [145.3047240742, -37.9906450315], [145.3046420672, -37.9907141624], [145.3045673935, -37.9908335508], [145.3045359261, -37.9909134882], [145.3045375555, -37.991030667], [145.3045399214, -37.9911109075], [145.3045934735, -37.9912277143], [145.3046596098, -37.9913373437], [145.30472762, -37.9914107749], [145.3047902789, -37.9914907153], [145.3048593293, -37.9915641613], [145.3049562695, -37.9916462424], [145.3050267296, -37.9917036543], [145.3051374929, -37.9917727617], [145.3052434637, -37.991824099], [145.3053480318, -37.9918644157], [145.3055084779, -37.9919005194], [145.3056173603, -37.9918978013], [145.3057324489, -37.9918849466], [145.3058772762, -37.9918422461], [145.3060129233, -37.9917915422], [145.3061033128, -37.9917177571], [145.3061796856, -37.9916457607], [145.3062248782, -37.9915805477], [145.3062740904, -37.9914673597], [145.306280571, -37.9913737287], [145.3062743837, -37.9912731575], [145.3062551095, -37.9911925996], [145.3062349206, -37.9911454293], [145.3061662815, -37.9910106131], [145.3060802609, -37.9908888842], [145.3060181482, -37.9908277003], [145.3059478033, -37.9907630753], [145.3058728738, -37.9907117855], [145.3057934834, -37.9906671468], [145.3057140584, -37.9906258172], [145.3056305225, -37.9905844693], [145.3055002947, -37.9905424568], [145.3053909956, -37.9905140314], [145.3052942107, -37.990492634], [145.3052056454, -37.9904812663], [145.3051041467, -37.9904831588], [145.3050063931, -37.9905018204], [145.3049254874, -37.9905274455], [145.3048401372, -37.9905597395]]]], ""type"": ""MultiPolygon""}",Oval - Kalora Park,Oval,3804,Turf,Synthetic,1.08E+11,-37.99055974,145.3048401,351196,5793809,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.9905597394919,145.30484013724381/@your+location,17z/data=!4m2!4m1!3e0"
"-38.03001081785745, 145.25896309412204","{""coordinates"": [[[[145.2589083583, -38.02942454], [145.2588462963, -38.0294233663], [145.2587556843, -38.0294293256], [145.25866678, -38.0294415304], [145.258597783, -38.0294535758], [145.2585138449, -38.0294760423], [145.2584540027, -38.0294951361], [145.2583703092, -38.0295219918], [145.2582900205, -38.0295633702], [145.2581925592, -38.0296270363], [145.2581388082, -38.0296740903], [145.2580837715, -38.0297436985], [145.2580425221, -38.0298109577], [145.2580159149, -38.0298941722], [145.2580091619, -38.0299787966], [145.2580168541, -38.0300420621], [145.2580371489, -38.030108076], [145.2580744964, -38.0301843579], [145.2581232797, -38.0302496659], [145.2581975201, -38.0303255102], [145.2582720355, -38.0303785806], [145.2583649818, -38.0304356475], [145.2584710867, -38.0304864485], [145.2585569428, -38.0305227575], [145.2587034158, -38.0305583614], [145.2587912723, -38.0305749262], [145.2588567802, -38.0305844035], [145.2589678155, -38.0305993697], [145.2590791045, -38.0306015028], [145.2592341729, -38.0305868572], [145.2593311534, -38.0305714413], [145.2594190385, -38.0305503934], [145.2594950159, -38.0305218586], [145.259585803, -38.0304836464], [145.2596478215, -38.0304509331], [145.2597130438, -38.0304096021], [145.259756976, -38.0303694365], [145.2598067115, -38.0303234881], [145.2598415927, -38.0302804491], [145.2598743758, -38.0302210906], [145.2598997584, -38.030159884], [145.2599094344, -38.0301021601], [145.2599135242, -38.0300522946], [145.2599095632, -38.0299917186], [145.2598992878, -38.0299444903], [145.2598638341, -38.029861993], [145.2598095732, -38.0297814393], [145.2597625881, -38.0297281382], [145.2597124658, -38.029684254], [145.2596358729, -38.0296266332], [145.2594816644, -38.0295422885], [145.259330569, -38.029485994], [145.2592604861, -38.0294664345], [145.2591825716, -38.0294498329], [145.2590422166, -38.0294324789], [145.2589083583, -38.02942454]]]], ""type"": ""MultiPolygon""}",Oval - Robert Booth Reserve,Oval,3976,Turf,Turf,96D7,-38.02942454,145.2589084,347198,5789425,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.0294245400034,145.25890835825194/@your+location,17z/data=!4m2!4m1!3e0"
"-37.993015635512236, 145.24794450690734","{""coordinates"": [[[[145.2476024368, -37.9924779829], [145.2475863768, -37.9925068519], [145.2474043363, -37.9934714738], [145.2482684314, -37.9935684533], [145.2483038812, -37.9935514261], [145.2482806299, -37.9935308851], [145.2483118527, -37.9933707983], [145.2483544495, -37.993177426], [145.2483641043, -37.9931832473], [145.2483715377, -37.9931388394], [145.2483875475, -37.9931360138], [145.248499007, -37.992576969], [145.2476315283, -37.9924661604], [145.2476024368, -37.9924779829]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 1 - Waratah Reserve,Soccer,3177,Turf,Na,91B9,-37.99247798,145.2476024,346154,5793512,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.99247798293599,145.24760243677778/@your+location,17z/data=!4m2!4m1!3e0"
